text,label
not foresee,0
disagreement,0
not disagreement,1
foresight,1
not foresight,0
disagrees,0
not disagrees,1
foresighted,1
not foresighted,0
disallow,0
not disallow,1
forever,1
not forever,0
disappoint,0
not disappoint,1
forgivable,1
not forgivable,0
disappointed,0
not disappointed,1
forgive,1
not forgive,0
disappointing,0
not disappointing,1
forgiveness,1
not forgiveness,0
disappointingly,0
not disappointingly,1
forgiving,1
not forgiving,0
disappointment,0
not disappointment,1
formal,1
not formal,0
disappointments,0
not disappointments,1
formidable,1
not formidable,0
disappoints,0
not disappoints,1
forthright,1
not forthright,0
disapprobation,0
not disapprobation,1
fortified,1
not fortified,0
disapproval,0
not disapproval,1
fortify,1
not fortify,0
disapprove,0
not disapprove,1
fortifying,1
not fortifying,0
disapproving,0
not disapproving,1
fortitude,1
not fortitude,0
disarm,0
not disarm,1
fortuitous,1
not fortuitous,0
disarray,0
not disarray,1
fortuitously,1
not fortuitously,0
disaster,0
not disaster,1
fortunate,1
not fortunate,0
disastrous,0
not disastrous,1
fortunately,1
not fortunately,0
disastrously,0
not disastrously,1
fortune,1
not fortune,0
disavow,0
not disavow,1
forward,1
not forward,0
disavowal,0
not disavowal,1
forward-thinking,1
not forward-thinking,0
disbelief,0
not disbelief,1
foxy,1
not foxy,0
disbelieve,0
not disbelieve,1
fragrant,1
not fragrant,0
disbeliever,0
not disbeliever,1
frank,1
not frank,0
disclaim,0
not disclaim,1
fraternal,1
not fraternal,0
discombobulate,0
not discombobulate,1
free,1
not free,0
discomfit,0
not discomfit,1
free-spirit,1
not free-spirit,0
discomfitdiscomfort,0
not discomfitdiscomfort,1
freed,1
not freed,0
discomfort,0
not discomfort,1
freedom,1
not freedom,0
discompose,0
not discompose,1
freedoms,1
not freedoms,0
disconcert,0
not disconcert,1
fresh,1
not fresh,0
disconcerted,0
not disconcerted,1
friend,1
not friend,0
disconcerting,0
not disconcerting,1
friendliness,1
not friendliness,0
disconcertingly,0
not disconcertingly,1
friendly,1
not friendly,0
disconsolate,0
not disconsolate,1
friendship,1
not friendship,0
disconsolately,0
not disconsolately,1
fringe-benefit,1
not fringe-benefit,0
disconsolation,0
not disconsolation,1
frisk,1
not frisk,0
discontent,0
not discontent,1
frisky,1
not frisky,0
discontented,0
not discontented,1
frisson,1
not frisson,0
discontentedly,0
not discontentedly,1
frolic,1
not frolic,0
discontinued,0
not discontinued,1
frolicsome,1
not frolicsome,0
discontinuity,0
not discontinuity,1
front-page,1
not front-page,0
discontinuous,0
not discontinuous,1
front-runner,1
not front-runner,0
discord,0
not discord,1
frugal,1
not frugal,0
discordance,0
not discordance,1
fruitful,1
not fruitful,0
discordant,0
not discordant,1
ftw,1
not ftw,0
discountenance,0
not discountenance,1
fulfil,1
not fulfil,0
discourage,0
not discourage,1
fulfilled,1
not fulfilled,0
discouragement,0
not discouragement,1
fulfilling,1
not fulfilling,0
discouraging,0
not discouraging,1
fulfilment,1
not fulfilment,0
discouragingly,0
not discouragingly,1
fulgent,1
not fulgent,0
discourteous,0
not discourteous,1
full,1
not full,0
discourteously,0
not discourteously,1
full-blooded,1
not full-blooded,0
discredit,0
not discredit,1
full-marks,1
not full-marks,0
discrepant,0
not discrepant,1
fully,1
not fully,0
discriminate,0
not discriminate,1
fulsome,1
not fulsome,0
discriminating,0
not discriminating,1
fun,1
not fun,0
discrimination,0
not discrimination,1
fundamental,1
not fundamental,0
discriminative,0
not discriminative,1
fundraiser,1
not fundraiser,0
discriminatory,0
not discriminatory,1
funfair,1
not funfair,0
disdain,0
not disdain,1
funky,1
not funky,0
disdained,0
not disdained,1
funny,1
not funny,0
disdainful,0
not disdainful,1
future-proof,1
not future-proof,0
disdainfully,0
not disdainfully,1
fáilte,1
not fáilte,0
disease,0
not disease,1
gad,1
not gad,0
disenchanted,0
not disenchanted,1
gag,1
not gag,0
disengaged,0
not disengaged,1
gaiety,1
not gaiety,0
disfavor,0
not disfavor,1
gaily,1
not gaily,0
disgrace,0
not disgrace,1
gain,1
not gain,0
disgraced,0
not disgraced,1
gained,1
not gained,0
disgraceful,0
not disgraceful,1
gainful,1
not gainful,0
disgracefully,0
not disgracefully,1
gainfully,1
not gainfully,0
disgruntle,0
not disgruntle,1
gains,1
not gains,0
disgruntled,0
not disgruntled,1
gala,1
not gala,0
disgust,0
not disgust,1
galahad,1
not galahad,0
disgusted,0
not disgusted,1
gale,1
not gale,0
disgustedly,0
not disgustedly,1
galibi,1
not galibi,0
disgustful,0
not disgustful,1
gallant,1
not gallant,0
disgustfully,0
not disgustfully,1
gallantly,1
not gallantly,0
disgusting,0
not disgusting,1
gallantry,1
not gallantry,0
disgustingly,0
not disgustingly,1
gallivant,1
not gallivant,0
dishearten,0
not dishearten,1
gallus,1
not gallus,0
disheartening,0
not disheartening,1
galore,1
not galore,0
dishearteningly,0
not dishearteningly,1
galvanize,1
not galvanize,0
disheveled,0
not disheveled,1
game,1
not game,0
dishonest,0
not dishonest,1
gameplan,1
not gameplan,0
dishonestly,0
not dishonestly,1
gamesome,1
not gamesome,0
dishonesty,0
not dishonesty,1
gamine,1
not gamine,0
dishonor,0
not dishonor,1
gangbuster,1
not gangbuster,0
dishonorable,0
not dishonorable,1
garb,1
not garb,0
disillusion,0
not disillusion,1
gargantuan,1
not gargantuan,0
disillusioned,0
not disillusioned,1
garland,1
not garland,0
disillusionment,0
not disillusionment,1
garnish,1
not garnish,0
disillusions,0
not disillusions,1
gastronome,1
not gastronome,0
disinclination,0
not disinclination,1
gastronomy,1
not gastronomy,0
disinclined,0
not disinclined,1
gay,1
not gay,0
disingenuous,0
not disingenuous,1
geek,1
not geek,0
disingenuously,0
not disingenuously,1
gem,1
not gem,0
disintegrate,0
not disintegrate,1
generate,1
not generate,0
disintegrated,0
not disintegrated,1
generativity,1
not generativity,0
disintegrates,0
not disintegrates,1
generosity,1
not generosity,0
disintegration,0
not disintegration,1
generous,1
not generous,0
disinterest,0
not disinterest,1
generously,1
not generously,0
disinterested,0
not disinterested,1
genial,1
not genial,0
dislikable,0
not dislikable,1
genius,1
not genius,0
dislike,0
not dislike,1
genteel,1
not genteel,0
disliked,0
not disliked,1
gentle,1
not gentle,0
dislikes,0
not dislikes,1
gentlefolk,1
not gentlefolk,0
disliking,0
not disliking,1
gentleman,1
not gentleman,0
dislocated,0
not dislocated,1
gentlemanly,1
not gentlemanly,0
disloyal,0
not disloyal,1
gentlewoman,1
not gentlewoman,0
disloyalty,0
not disloyalty,1
genuine,1
not genuine,0
dismal,0
not dismal,1
germane,1
not germane,0
dismally,0
not dismally,1
get-at-able,1
not get-at-able,0
dismalness,0
not dismalness,1
gettable,1
not gettable,0
dismay,0
not dismay,1
getter,1
not getter,0
dismayed,0
not dismayed,1
giddy,1
not giddy,0
dismaying,0
not dismaying,1
gift,1
not gift,0
dismayingly,0
not dismayingly,1
gifted,1
not gifted,0
dismissive,0
not dismissive,1
giggle,1
not giggle,0
dismissively,0
not dismissively,1
giggling,1
not giggling,0
disobedience,0
not disobedience,1
gild,1
not gild,0
disobedient,0
not disobedient,1
ginger,1
not ginger,0
disobey,0
not disobey,1
gingerly,1
not gingerly,0
disorder,0
not disorder,1
girlfriend,1
not girlfriend,0
disordered,0
not disordered,1
gist,1
not gist,0
disorderly,0
not disorderly,1
give,1
not give,0
disorganized,0
not disorganized,1
giving,1
not giving,0
disorient,0
not disorient,1
glad,1
not glad,0
disoriented,0
not disoriented,1
glad-rags,1
not glad-rags,0
disown,0
not disown,1
gladden,1
not gladden,0
disparage,0
not disparage,1
gladhand,1
not gladhand,0
disparaging,0
not disparaging,1
gladly,1
not gladly,0
disparagingly,0
not disparagingly,1
gladness,1
not gladness,0
disparate,0
not disparate,1
glam,1
not glam,0
dispassionate,0
not dispassionate,1
glamor,1
not glamor,0
dispensable,0
not dispensable,1
glamorize,1
not glamorize,0
dispirit,0
not dispirit,1
glamorous,1
not glamorous,0
dispirited,0
not dispirited,1
glamour,1
not glamour,0
dispiritedly,0
not dispiritedly,1
glasnost,1
not glasnost,0
dispiriting,0
not dispiriting,1
gleam,1
not gleam,0
displace,0
not displace,1
gleaming,1
not gleaming,0
displaced,0
not displaced,1
glee,1
not glee,0
displease,0
not displease,1
gleeful,1
not gleeful,0
displeased,0
not displeased,1
gleefully,1
not gleefully,0
displeasing,0
not displeasing,1
glimmer,1
not glimmer,0
displeasure,0
not displeasure,1
glimmering,1
not glimmering,0
disproportionate,0
not disproportionate,1
glisten,1
not glisten,0
disprove,0
not disprove,1
glistening,1
not glistening,0
disputable,0
not disputable,1
glister,1
not glister,0
dispute,0
not dispute,1
glitter,1
not glitter,0
disputed,0
not disputed,1
glitterati,1
not glitterati,0
disquiet,0
not disquiet,1
glitz,1
not glitz,0
disquieting,0
not disquieting,1
glorify,1
not glorify,0
disquietingly,0
not disquietingly,1
glorious,1
not glorious,0
disquietude,0
not disquietude,1
gloriously,1
not gloriously,0
disregard,0
not disregard,1
glory,1
not glory,0
disregardful,0
not disregardful,1
glossy,1
not glossy,0
disreputable,0
not disreputable,1
glow,1
not glow,0
disrepute,0
not disrepute,1
glowing,1
not glowing,0
disrespect,0
not disrespect,1
glowingly,1
not glowingly,0
disrespectable,0
not disrespectable,1
go,1
not go,0
disrespectful,0
not disrespectful,1
goal-oriented,1
not goal-oriented,0
disrespectfully,0
not disrespectfully,1
god,1
not god,0
disrespectfulness,0
not disrespectfulness,1
god-fearing,1
not god-fearing,0
disrespecting,0
not disrespecting,1
god-given,1
not god-given,0
disrupt,0
not disrupt,1
god-send,1
not god-send,0
disruption,0
not disruption,1
goddess,1
not goddess,0
disruptive,0
not disruptive,1
godlike,1
not godlike,0
dissatisfaction,0
not dissatisfaction,1
godliness,1
not godliness,0
dissatisfactory,0
not dissatisfactory,1
godly,1
not godly,0
dissatisfied,0
not dissatisfied,1
god’s-gift,1
not god’s-gift,0
dissatisfies,0
not dissatisfies,1
god’s-truth,1
not god’s-truth,0
dissatisfy,0
not dissatisfy,1
going,1
not going,0
dissatisfying,0
not dissatisfying,1
going-that-extra-mile,1
not going-that-extra-mile,0
dissed,0
not dissed,1
golconda,1
not golconda,0
dissemble,0
not dissemble,1
gold,1
not gold,0
dissembler,0
not dissembler,1
gold-standard,1
not gold-standard,0
dissension,0
not dissension,1
golden,1
not golden,0
dissent,0
not dissent,1
golden-goal,1
not golden-goal,0
dissenter,0
not dissenter,1
golden-goose,1
not golden-goose,0
dissention,0
not dissention,1
golden-handcuffs,1
not golden-handcuffs,0
disservice,0
not disservice,1
golden-hello,1
not golden-hello,0
disses,0
not disses,1
golden-jubilee,1
not golden-jubilee,0
dissidence,0
not dissidence,1
golden-oldie,1
not golden-oldie,0
dissident,0
not dissident,1
golden-wedding,1
not golden-wedding,0
dissidents,0
not dissidents,1
good,1
not good,0
dissing,0
not dissing,1
good-feeling,1
not good-feeling,0
dissocial,0
not dissocial,1
good-form,1
not good-form,0
dissolute,0
not dissolute,1
good-friday,1
not good-friday,0
dissolution,0
not dissolution,1
good-health,1
not good-health,0
dissonance,0
not dissonance,1
good-hearted,1
not good-hearted,0
dissonant,0
not dissonant,1
good-humoured,1
not good-humoured,0
dissonantly,0
not dissonantly,1
good-looking,1
not good-looking,0
dissuade,0
not dissuade,1
good-natured,1
not good-natured,0
dissuasive,0
not dissuasive,1
good-tempered,1
not good-tempered,0
distains,0
not distains,1
good-works,1
not good-works,0
distaste,0
not distaste,1
goodish,1
not goodish,0
distasteful,0
not distasteful,1
goodly,1
not goodly,0
distastefully,0
not distastefully,1
goodness,1
not goodness,0
distort,0
not distort,1
goodnight,1
not goodnight,0
distorted,0
not distorted,1
goodwill,1
not goodwill,0
distortion,0
not distortion,1
goody,1
not goody,0
distorts,0
not distorts,1
gorge,1
not gorge,0
distract,0
not distract,1
gorgeous,1
not gorgeous,0
distracted,0
not distracted,1
gorgeously,1
not gorgeously,0
distracting,0
not distracting,1
gorgeousness,1
not gorgeousness,0
distraction,0
not distraction,1
gosh,1
not gosh,0
distraught,0
not distraught,1
gourmandize,1
not gourmandize,0
distraughtly,0
not distraughtly,1
gourmet,1
not gourmet,0
distress,0
not distress,1
grace,1
not grace,0
distressed,0
not distressed,1
graced,1
not graced,0
distressful,0
not distressful,1
graceful,1
not graceful,0
distressing,0
not distressing,1
gracefully,1
not gracefully,0
distressingly,0
not distressingly,1
gracile,1
not gracile,0
distrust,0
not distrust,1
gracility,1
not gracility,0
distrustful,0
not distrustful,1
gracious,1
not gracious,0
distrusting,0
not distrusting,1
graciously,1
not graciously,0
disturb,0
not disturb,1
graciousness,1
not graciousness,0
disturbance,0
not disturbance,1
gradely,1
not gradely,0
disturbed,0
not disturbed,1
graduate,1
not graduate,0
disturbing,0
not disturbing,1
grammy,1
not grammy,0
disturbingly,0
not disturbingly,1
grand,1
not grand,0
disunity,0
not disunity,1
grandee,1
not grandee,0
disvalue,0
not disvalue,1
grandeur,1
not grandeur,0
ditzy,0
not ditzy,1
grandiose,1
not grandiose,0
divergent,0
not divergent,1
grandiosity,1
not grandiosity,0
diverting,0
not diverting,1
grandmaster,1
not grandmaster,0
divine,0
not divine,1
grandslam,1
not grandslam,0
divisive,0
not divisive,1
grateful,1
not grateful,0
divisively,0
not divisively,1
gratefully,1
not gratefully,0
divisiveness,0
not divisiveness,1
gratefulness,1
not gratefulness,0
dizzy,0
not dizzy,1
gratification,1
not gratification,0
doddering,0
not doddering,1
gratified,1
not gratified,0
dodgy,0
not dodgy,1
gratifier,1
not gratifier,0
dogged,0
not dogged,1
gratify,1
not gratify,0
doggedly,0
not doggedly,1
gratifying,1
not gratifying,0
dogmatic,0
not dogmatic,1
gratifyingly,1
not gratifyingly,0
doldrums,0
not doldrums,1
gratitude,1
not gratitude,0
dolt,0
not dolt,1
gratuity,1
not gratuity,0
domineer,0
not domineer,1
gravitate,1
not gravitate,0
domineering,0
not domineering,1
great,1
not great,0
don't,0
not don't,1
great-hearted,1
not great-hearted,0
doom,0
not doom,1
greatest,1
not greatest,0
doomed,0
not doomed,1
greatly,1
not greatly,0
doomful,0
not doomful,1
greatness,1
not greatness,0
doomsday,0
not doomsday,1
greet,1
not greet,0
doomy,0
not doomy,1
greeting,1
not greeting,0
dope,0
not dope,1
gregarious,1
not gregarious,0
dorky,0
not dorky,1
grin,1
not grin,0
dotty,0
not dotty,1
grind,1
not grind,0
double-faced,0
not double-faced,1
grit,1
not grit,0
doubt,0
not doubt,1
gritty,1
not gritty,0
doubtful,0
not doubtful,1
grok,1
not grok,0
doubtfully,0
not doubtfully,1
groom,1
not groom,0
doubting,0
not doubting,1
groovy,1
not groovy,0
doubts,0
not doubts,1
ground-breaking,1
not ground-breaking,0
douchebag,0
not douchebag,1
grounded,1
not grounded,0
douchebags,0
not douchebags,1
grow,1
not grow,0
dour,0
not dour,1
growing,1
not growing,0
dowdy,0
not dowdy,1
grown,1
not grown,0
down,0
not down,1
growth,1
not growth,0
down-and-out,0
not down-and-out,1
guarantee,1
not guarantee,0
downbeat,0
not downbeat,1
guaranteed,1
not guaranteed,0
downcast,0
not downcast,1
guard,1
not guard,0
downer,0
not downer,1
guerdon,1
not guerdon,0
downfall,0
not downfall,1
guest,1
not guest,0
downfallen,0
not downfallen,1
guffaw,1
not guffaw,0
downgrade,0
not downgrade,1
guidance,1
not guidance,0
downhearted,0
not downhearted,1
guide,1
not guide,0
downheartedly,0
not downheartedly,1
guileless,1
not guileless,0
downhill,0
not downhill,1
guilt-free,1
not guilt-free,0
downside,0
not downside,1
guiltless,1
not guiltless,0
downsides,0
not downsides,1
gumption,1
not gumption,0
downturn,0
not downturn,1
gumptious,1
not gumptious,0
downturns,0
not downturns,1
guru,1
not guru,0
downy,0
not downy,1
gush,1
not gush,0
dozy,0
not dozy,1
gusher,1
not gusher,0
drab,0
not drab,1
gushy,1
not gushy,0
draconian,0
not draconian,1
gussy,1
not gussy,0
draconic,0
not draconic,1
gusto,1
not gusto,0
drag,0
not drag,1
guts,1
not guts,0
dragged,0
not dragged,1
gutsy,1
not gutsy,0
dragging,0
not dragging,1
gutty,1
not gutty,0
dragoon,0
not dragoon,1
gymnastic,1
not gymnastic,0
drags,0
not drags,1
habitable,1
not habitable,0
drain,0
not drain,1
haecceity,1
not haecceity,0
drained,0
not drained,1
haere,1
not haere,0
draining,0
not draining,1
haha,1
not haha,0
drains,0
not drains,1
hail,1
not hail,0
drastic,0
not drastic,1
halcyon,1
not halcyon,0
drastically,0
not drastically,1
hale,1
not hale,0
drawback,0
not drawback,1
half-price,1
not half-price,0
drawbacks,0
not drawbacks,1
hall,1
not hall,0
dread,0
not dread,1
hallelujah,1
not hallelujah,0
dreadful,0
not dreadful,1
hallmark,1
not hallmark,0
dreadfully,0
not dreadfully,1
hallmarks,1
not hallmarks,0
dreadfulness,0
not dreadfulness,1
hallow,1
not hallow,0
dreary,0
not dreary,1
hallowed,1
not hallowed,0
dripped,0
not dripped,1
halo,1
not halo,0
dripping,0
not dripping,1
hand-pick,1
not hand-pick,0
drippy,0
not drippy,1
hand-picked,1
not hand-picked,0
drips,0
not drips,1
handclap,1
not handclap,0
drones,0
not drones,1
handily,1
not handily,0
droop,0
not droop,1
handle,1
not handle,0
droops,0
not droops,1
handout,1
not handout,0
droopy,0
not droopy,1
hands-down,1
not hands-down,0
drop-out,0
not drop-out,1
handsel,1
not handsel,0
drop-outs,0
not drop-outs,1
handshake,1
not handshake,0
dropout,0
not dropout,1
handsome,1
not handsome,0
dropouts,0
not dropouts,1
handsomely,1
not handsomely,0
drought,0
not drought,1
handsomeness,1
not handsomeness,0
drowning,0
not drowning,1
handy,1
not handy,0
drunk,0
not drunk,1
hang,1
not hang,0
drunkard,0
not drunkard,1
hang-out,1
not hang-out,0
drunken,0
not drunken,1
hansel,1
not hansel,0
dubious,0
not dubious,1
happening,1
not happening,0
dubiously,0
not dubiously,1
happily,1
not happily,0
dubitable,0
not dubitable,1
happiness,1
not happiness,0
dud,0
not dud,1
happy,1
not happy,0
duff,0
not duff,1
happy-go-lucky,1
not happy-go-lucky,0
dull,0
not dull,1
hard-hitting,1
not hard-hitting,0
dullard,0
not dullard,1
hard-wearing,1
not hard-wearing,0
dullish,0
not dullish,1
hard-working,1
not hard-working,0
dumb,0
not dumb,1
hardihood,1
not hardihood,0
dumbfound,0
not dumbfound,1
hardy,1
not hardy,0
dummy,0
not dummy,1
hare,1
not hare,0
dump,0
not dump,1
harmless,1
not harmless,0
dumped,0
not dumped,1
harmonious,1
not harmonious,0
dumping,0
not dumping,1
harmoniously,1
not harmoniously,0
dumpish,0
not dumpish,1
harmonizable,1
not harmonizable,0
dumps,0
not dumps,1
harmonize,1
not harmonize,0
dun,0
not dun,1
harmony,1
not harmony,0
dunce,0
not dunce,1
haut-monde,1
not haut-monde,0
dunderhead,0
not dunderhead,1
haute-couture,1
not haute-couture,0
dungeon,0
not dungeon,1
have,1
not have,0
dungeons,0
not dungeons,1
haven,1
not haven,0
dupe,0
not dupe,1
hawk-eyed,1
not hawk-eyed,0
duplicitous,0
not duplicitous,1
hayride,1
not hayride,0
dusky,0
not dusky,1
he-man,1
not he-man,0
dust,0
not dust,1
head,1
not head,0
dusty,0
not dusty,1
head-turning,1
not head-turning,0
dwarf,0
not dwarf,1
headway,1
not headway,0
dweeb,0
not dweeb,1
heady,1
not heady,0
dwindling,0
not dwindling,1
heal,1
not heal,0
dying,0
not dying,1
healing,1
not healing,0
dysfunctional,0
not dysfunctional,1
health,1
not health,0
earsplitting,0
not earsplitting,1
health-food,1
not health-food,0
eccentric,0
not eccentric,1
healthful,1
not healthful,0
eccentricity,0
not eccentricity,1
healthy,1
not healthy,0
effigy,0
not effigy,1
heart,1
not heart,0
effrontery,0
not effrontery,1
heart-throb,1
not heart-throb,0
egocentric,0
not egocentric,1
heart-to-heart,1
not heart-to-heart,0
egomania,0
not egomania,1
heart-warming,1
not heart-warming,0
egotism,0
not egotism,1
hearten,1
not hearten,0
egotistical,0
not egotistical,1
heartening,1
not heartening,0
egotistically,0
not egotistically,1
heartfelt,1
not heartfelt,0
egregious,0
not egregious,1
heartily,1
not heartily,0
egregiously,0
not egregiously,1
hearty,1
not hearty,0
election-rigger,0
not election-rigger,1
heaven,1
not heaven,0
elimination,0
not elimination,1
heaven-sent,1
not heaven-sent,0
emaciated,0
not emaciated,1
heavenly,1
not heavenly,0
emasculate,0
not emasculate,1
heavyweight,1
not heavyweight,0
embarrass,0
not embarrass,1
hedonism,1
not hedonism,0
embarrassing,0
not embarrassing,1
heed,1
not heed,0
embarrassingly,0
not embarrassingly,1
heedful,1
not heedful,0
embarrassment,0
not embarrassment,1
heigh,1
not heigh,0
embattled,0
not embattled,1
heighten,1
not heighten,0
embroil,0
not embroil,1
hello,1
not hello,0
embroiled,0
not embroiled,1
help,1
not help,0
embroilment,0
not embroilment,1
helped,1
not helped,0
emergency,0
not emergency,1
helper,1
not helper,0
emphatic,0
not emphatic,1
helpful,1
not helpful,0
emphatically,0
not emphatically,1
helpfully,1
not helpfully,0
emptiness,0
not emptiness,1
helpfulness,1
not helpfulness,0
encroach,0
not encroach,1
helping,1
not helping,0
encroachment,0
not encroachment,1
helpmate,1
not helpmate,0
endanger,0
not endanger,1
hen-night,1
not hen-night,0
enemies,0
not enemies,1
hen-party,1
not hen-party,0
enemy,0
not enemy,1
hep,1
not hep,0
enervate,0
not enervate,1
hepcat,1
not hepcat,0
enfeeble,0
not enfeeble,1
herald,1
not herald,0
enflame,0
not enflame,1
heralded,1
not heralded,0
engulf,0
not engulf,1
hermetic,1
not hermetic,0
enjoin,0
not enjoin,1
hero,1
not hero,0
enmity,0
not enmity,1
heroes,1
not heroes,0
enrage,0
not enrage,1
heroic,1
not heroic,0
enraged,0
not enraged,1
heroically,1
not heroically,0
enraging,0
not enraging,1
heroine,1
not heroine,0
enslave,0
not enslave,1
heroism,1
not heroism,0
entangle,0
not entangle,1
heroize,1
not heroize,0
entanglement,0
not entanglement,1
heterosis,1
not heterosis,0
entrap,0
not entrap,1
heuristic,1
not heuristic,0
entrapment,0
not entrapment,1
hi-fi,1
not hi-fi,0
envious,0
not envious,1
hickey,1
not hickey,0
enviously,0
not enviously,1
hidalgo,1
not hidalgo,0
enviousness,0
not enviousness,1
hiero,1
not hiero,0
epidemic,0
not epidemic,1
high,1
not high,0
equivocal,0
not equivocal,1
high-calibre,1
not high-calibre,0
erase,0
not erase,1
high-class,1
not high-class,0
erode,0
not erode,1
high-day,1
not high-day,0
erodes,0
not erodes,1
high-demand,1
not high-demand,0
eroding,0
not eroding,1
high-minded,1
not high-minded,0
erosion,0
not erosion,1
high-powered,1
not high-powered,0
err,0
not err,1
high-priority,1
not high-priority,0
errant,0
not errant,1
high-quality,1
not high-quality,0
erratic,0
not erratic,1
high-reaching,1
not high-reaching,0
erratically,0
not erratically,1
high-road,1
not high-road,0
erroneous,0
not erroneous,1
high-spirited,1
not high-spirited,0
erroneously,0
not erroneously,1
high-spiritedness,1
not high-spiritedness,0
error,0
not error,1
high-spirits,1
not high-spirits,0
errors,0
not errors,1
high-spot,1
not high-spot,0
eruptions,0
not eruptions,1
high-tech,1
not high-tech,0
escapade,0
not escapade,1
high-technology,1
not high-technology,0
eschew,0
not eschew,1
high-tensile,1
not high-tensile,0
estranged,0
not estranged,1
highly,1
not highly,0
evade,0
not evade,1
highly-regarded,1
not highly-regarded,0
evasion,0
not evasion,1
highly-seasoned,1
not highly-seasoned,0
evasive,0
not evasive,1
highly-valued,1
not highly-valued,0
evil,0
not evil,1
hilarious,1
not hilarious,0
evildoer,0
not evildoer,1
hilarity,1
not hilarity,0
evilearsplitting,0
not evilearsplitting,1
hinny,1
not hinny,0
evils,0
not evils,1
hip,1
not hip,0
eviscerate,0
not eviscerate,1
hippocratic,1
not hippocratic,0
exacerbate,0
not exacerbate,1
hipster,1
not hipster,0
exaggerate,0
not exaggerate,1
hit,1
not hit,0
exaggeration,0
not exaggeration,1
hitch,1
not hitch,0
exasperate,0
not exasperate,1
hitched,1
not hitched,0
exasperated,0
not exasperated,1
ho-ho,1
not ho-ho,0
exasperating,0
not exasperating,1
hobby,1
not hobby,0
exasperatingly,0
not exasperatingly,1
hobnob,1
not hobnob,0
exasperation,0
not exasperation,1
hoedown,1
not hoedown,0
excessive,0
not excessive,1
hold,1
not hold,0
excessively,0
not excessively,1
hole-in-one,1
not hole-in-one,0
exclusion,0
not exclusion,1
holiness,1
not holiness,0
excoriate,0
not excoriate,1
holy,1
not holy,0
excruciating,0
not excruciating,1
homage,1
not homage,0
excruciatingly,0
not excruciatingly,1
home,1
not home,0
excuse,0
not excuse,1
homely,1
not homely,0
excuses,0
not excuses,1
homey,1
not homey,0
execrate,0
not execrate,1
homie,1
not homie,0
exhaust,0
not exhaust,1
hone,1
not hone,0
exhausted,0
not exhausted,1
honest,1
not honest,0
exhaustion,0
not exhaustion,1
honest-to-goodness,1
not honest-to-goodness,0
exhausts,0
not exhausts,1
honestly,1
not honestly,0
exhaustsexhort,0
not exhaustsexhort,1
honesty,1
not honesty,0
exhort,0
not exhort,1
honey,1
not honey,0
exile,0
not exile,1
honeybun,1
not honeybun,0
exorbitant,0
not exorbitant,1
honeyed,1
not honeyed,0
exorbitantly,0
not exorbitantly,1
honeymoon,1
not honeymoon,0
expel,0
not expel,1
honeypot,1
not honeypot,0
expensive,0
not expensive,1
hongi,1
not hongi,0
expire,0
not expire,1
honora,1
not honora,0
expired,0
not expired,1
honorand,1
not honorand,0
explode,0
not explode,1
honorary,1
not honorary,0
exploit,0
not exploit,1
honoree,1
not honoree,0
exploitation,0
not exploitation,1
honorific,1
not honorific,0
explosive,0
not explosive,1
honoris-causa,1
not honoris-causa,0
expropriate,0
not expropriate,1
honour,1
not honour,0
expropriation,0
not expropriation,1
honourable,1
not honourable,0
expulse,0
not expulse,1
honourable-mention,1
not honourable-mention,0
expunge,0
not expunge,1
honoured,1
not honoured,0
exterminate,0
not exterminate,1
honouring,1
not honouring,0
extermination,0
not extermination,1
honours-list,1
not honours-list,0
extinguish,0
not extinguish,1
hooray,1
not hooray,0
extort,0
not extort,1
hoot,1
not hoot,0
extortion,0
not extortion,1
hootenanny,1
not hootenanny,0
extraneous,0
not extraneous,1
hope,1
not hope,0
extravagance,0
not extravagance,1
hope-chest,1
not hope-chest,0
extravagant,0
not extravagant,1
hopeful,1
not hopeful,0
extravagantly,0
not extravagantly,1
hopefully,1
not hopefully,0
extremism,0
not extremism,1
hopefulness,1
not hopefulness,0
extremist,0
not extremist,1
horse-sense,1
not horse-sense,0
extremists,0
not extremists,1
hortative,1
not hortative,0
eyesore,0
not eyesore,1
hosanna,1
not hosanna,0
f**k,0
not f**k,1
hospitable,1
not hospitable,0
fabricate,0
not fabricate,1
hospitality,1
not hospitality,0
fabrication,0
not fabrication,1
host,1
not host,0
facetious,0
not facetious,1
hot,1
not hot,0
facetiously,0
not facetiously,1
hot-blooded,1
not hot-blooded,0
fail,0
not fail,1
hot-gospel,1
not hot-gospel,0
failed,0
not failed,1
hot-stuff,1
not hot-stuff,0
failing,0
not failing,1
hot-ticket,1
not hot-ticket,0
fails,0
not fails,1
hotcake,1
not hotcake,0
failure,0
not failure,1
hotcakes,1
not hotcakes,0
failures,0
not failures,1
hotshot,1
not hotshot,0
faint,0
not faint,1
hottest,1
not hottest,0
fainthearted,0
not fainthearted,1
hottie,1
not hottie,0
faithless,0
not faithless,1
house-warming,1
not house-warming,0
fake,0
not fake,1
how,1
not how,0
fall,0
not fall,1
howdy,1
not howdy,0
fallacies,0
not fallacies,1
howl,1
not howl,0
fallacious,0
not fallacious,1
howling,1
not howling,0
fallaciously,0
not fallaciously,1
hubba-hubba,1
not hubba-hubba,0
fallaciousness,0
not fallaciousness,1
hug,1
not hug,0
fallacy,0
not fallacy,1
huge,1
not huge,0
