review_id,text,label,platform,date
R0585,"ตำแหน่งคือดี แล้วคือมีเซเว้นแถวนั้นด้วย, ดีมาก ติดที่ถ้าเป็นผู้เยาว์แล้วต้องเอาหลักฐานจากผปคในการไปพัก แต่โดยรวมคือดีมาก!!! แนะนำให้ไปพักนะถ้ามีโอกาส!",1,facebook,12/1/2025
R0586,ชอบนะครับ ห้องสะอาดมาก ผมกับครอบครัว มาพักกัน 2 ครั้ง ชอบที่ พี่ๆ พนักงาน ดูแลดี ทำให้สะดวกทุกอย่าง หากใครมองหา โรงแรมใกล้ ดอนเมือง ควร มาพักครับ,1,facebook,7/14/2020
R0587,คนขับรถและพนักงานโรงแรม คุณนัททพล ให้บริการดีมากๆเลยค่ะ ขับรถนิ่มมาก สุภาพเรียบร้อย จะมาใช้บริการอีกครั้งเมื่อมีโอกาสแน่นอนค่ะ,1,facebook,9/29/2021
R0588,พนง ปฏิเสธ ไม่หาห้องให้คนแก่2 ลงเครื่องตปทจากดอนเมือง เช็คอินที่โรงแรม“ตอนตี1-2ผิดวัน“ไม่สงสาร เห็นอกเห็นใจบ้างเลยเหรอ มีห้อง200 กว่าห้อง เต็มทุกห้องจริงเหรอ ถ้าจริงหากเป็นพ่อแม่ของคุณเองจะแก้ไขปัญหาให้ยังไง ถ้าพอมีห้องเหลือแล้วไม้ให้ …,1,facebook,6/4/2018
R0589,ดีมาก คุ้มค่ากับราคา ใกล้สนามบิน ไว้มีโอกาสจะกลับมาพักแน่นอน เยี่ยม,1,facebook,3/9/2018
R0590,ห้องพักสะอาด พนักงานบริการดี ที่จอดรถกว้างขวาง ความปลอดภัยสูง อาหาร-เครื่องดื่ม ดีมากครับ,1,facebook,2/3/2025
R0591,รีวิวตามจริงที่ไปพัก ที่จอดรถเยอะ พนักงานต้อนรับดี ภายในห้องสะอาด ห้องน่าอยู่มาก ห้องใหญ่ กว้าง พักสบายเลย มีห้องอาหาร แล้วอาหารคือให้เยอะเกิน แถมอร่อยด้วย มีบาร์เครื่องดื่ม ไม่คิดว่าแถวดอนเมืองใกล้สนามบินจะมีแบบนี้ เดินทางสะดวกอยู่นะ,1,facebook,4/23/2018
R0592,เตียงนุ่ม นอนหลับสบายมากค่ะ บรรยากาศในล็อบบี้ดีมากค่ะ,1,facebook,11/12/2025
R0593,ห้องพักกว้างสบาย ตู้เย็น ไมโครเวฟ อ่างล้างจาน ครบ,1,facebook,6/16/2022
R0594,ไปพักมาระหว่างรอขึ้นเครื่อง พนักงานบริการดี แต่ค่อนข้างช้านิดนึง ห้องพักสะอาดดี เดินทางไปสนามบินสะดวก ไม่ผิดหวังค่ะ,1,facebook,7/5/2023
R0595,เตียงแข็ง เหม็นบุหรี่ รอเปลี่ยนห้องก็เป็นชั่วโมง ต่างชาติเยอะ แต่ดีมีห้องอาหาร หวังว่าคงปรับปรุง,0,facebook,8/6/2021
R0596,โรงแรมดีมากค่ะ ห้องพักสะอาด พนักงานที่ชื่อจ๋าบริการดีให้คำแนะนำดีมากๆค่ะ ถ้ามีโอกาสจะกลับไปพักอีกนะคะ,1,facebook,2/9/2020
R0597,ห้องพักกว้างมาก พนักงานบริการดีเยี่ยม เราพัก 2 ครั้งติดเลยค่ะ ใกล้สนามบินดอนเมือง มีบริการส่งที่ฝั่งตรงข้ามสนามบิน เรานอนคืนก่อนขึ้นเครื่อง กับขากลับลงจากเครื่อง ดีมากๆ,1,facebook,6/26/2023
R0598,พนักงานมีการบริการที่ดีมาก เดินเข้าไปก็ยิ้มต้อนรับ ถามอะไรก็ตอบได้ดีครับ พาไปแนะนำห้องอาหารเช้า อาหารอร่อยมากครับ,1,facebook,12/9/2023
R0599,ที่พักสะอาดมาก เราไปพัก ต่อขึ้นเครื่อง ไปสนามบินบินดอนเมือง ใกล้ๆ อาหารเช้าอร่อย มีให้เลือกหลากหลาย และบริเวรณโรงแรม ใต้ตึกมีเครื่องซักผ้า ให้บริการ มีรถรับส่งสนามบินดอนเมือง บริเวณด้านนอกโรงแรม มีร้านค้า ร้านอาหาร ต้องเดินออกนอกโรงแรมไปทางขวามือ และเลี้ยวซ้าย จะพบร้านอาหารไทย,0,facebook,12/19/2021
R0600,ที่พักใกล้สนามบินดอนเมืองค่ะ ใกล้ร้านสะดวกซื้อ ร้านอาหาร ร้านนวด ร้านเสริมสวย มีทึ่จอดรถ และบริการซักผ้าหยอดเหรียญ โรงแรมมีกลิ่นหอมแบบสะอาดๆ ชอบมากค่ะ จองห้อง รวมอาหารเช้าไว้ ห้องพักยังใหม่เลย และสะอาด …,1,facebook,11/30/2020
R0601,เป็นโรงแรมที่เจ๋งมาก ใกล้สนามบิน พนักงานดูแลเอาใจใส่ดี ควรค่าแก่การแนะนำและบอกต่อ โรงแรมใหม่ สะอาด ราคาไม่แพง อาหารอร่อยมากๆ,1,facebook,1/16/2025
R0602,ที่พักใกล้สนามบินดอนเมืองค่ะ ใกล้ร้านสะดวกซื้อ ร้านอาหาร ร้านนวด ร้านเสริมสวย มีทึ่จอดรถ และบริการซักผ้าหยอดเหรียญ โรงแรมมีกลิ่นหอมแบบสะอาดๆ ชอบมากค่ะ,1,facebook,10/15/2022
R0603,ห้องพักดีมาก ห้องสะอาด น้ำแรงและอุ่น เหมาะสำหรับคนชอบเตียงนุ่ม พนักงานบริการดีมากๆ มีร้านอาหารญี่ปุ่นด้วย มีโอกาสจะมาพักด้วยใหม่ค่ะ ปล.ภาพอาหารเรากินมังสวิรัตน์ ปกติเขามีไข่กุ้งนะคะ,1,facebook,12/20/2018
R0604,อาหารเช้าอร่อยมากๆครับ พนักงานบริการดี ให้คำแนะนำดีมากครับ เป็นกันเองสุดๆ รักเลยยย,1,facebook,12/19/2020
R0605,ผมอยู่เชียงใหม่ มักจะบินลงมาทำงานที่ กทม บ่อย ๆ เจอโรงแรมนี้คือไม่อยากไปพักโรงแรมอื่นเลย ทั้งใกล้สนามบิน บริการดี อาหารก็อร่อย,1,facebook,5/2/2024
R0606,ที่พักใกล้สนามบิน​ดอนเมือง​ ระยะทางประมาณ​ 4 กิโลเมตร​ ถ้าเราไม่รีบร้อน​ สามารถเดินทางจากที่พักแล้วข้ามสะพานลอยเดินซิวๆออกกำลังกายเข้าไปที่สนามบินได้เลย ส่วนที่พักเป็นที่พักที่ค่อนข้างใหม่​ น้องๆพนักงานต้อนรับดูแลแขกดี​ พี่แม่บ้านน่ารักมากเห็นแขกมารีบกุลีกุจออธิบายให้แขกรู้ว่าต้องไปเช็คอิน​ที่ชั้น​ 2,0,facebook,8/14/2024
R0607,ห้องพักราคาดีไม่ไกลจากสนามบิน มีรถรับส่งไปสนามบิน รอบ ๆโรงแรมมีของกินเยอะ ห้องพักสะอาด พนง สุภาพมาก ๆๆๆๆ,1,facebook,1/2/2022
R0608,"ห้องพักสะอาด, ลานจอดรถกว้างขวาง, การบริการดี. ยิ้มแย้ม. เป็นกันเอง อยากกลับมาพักอีก...ครับ",0,facebook,3/12/2020
R0609,ที่พักใกล้สนามบินดอนเมืองค่ะ ใกล้ร้านสะดวกซื้อ ร้านอาหาร ร้านนวด ร้านเสริมสวย มีทึ่จอดรถ และ สิ่งอำนวยความสะดวกทางรถเข็นวีลแชร์ ผู้พิการ ผู้สูงอายุ,1,facebook,2/22/2024
R0610,ที่ตั้งใกล้สนามบินดอนเมือง มีที่จอดรถ พนักงานให้บริการดี ห้องพักมีสิ่งอำนวยความสะดวกครบครัน มีที่สำหรับนั่งทำงาน ที่นอน หมอน ผ้าห่ม สะอาด นอนสบาย ห้องสะอาด ทีวีสามารถดู ได้ อาหารเช้าหลากหลาย อร่อยค่ะ,1,facebook,11/8/2022
R0611,บริการดีมากเลยค่ะ ห้องน่าอยู่ค่ะ,1,facebook,6/4/2023
R0612,ห้องฟิตเนสดีมาก,1,facebook,11/4/2024
R0613,การรักษาความปลอดภัยดีมาก พนักงาน คุณกระต่าย และ คุณปลื่ม แนะดูแลดีมากๆ เลยครับ,1,facebook,3/19/2024
R0614,ห้องพักสะอาด กว้างขวาง คุ้มราคามาก บริเวณใกล้ๆมีร้านค้า ร้านอาหาร มากมาย มีที่จอดรถจำนวนเพียงพอ ทางเข้าสะดวก เหมาะแก่การแวะพักก่อนขึ้นเครื่อง,1,facebook,10/22/2022
R0615,ห้องสวยเกินราคา ถือว่าคุ้ม บวกอาหารเช้าอีกไม่กี่บาท ก็ยังคุ้มนะ เกินคาดอยู่,1,facebook,5/12/2020
R0616,ความปลอดภัยมี รปภ. ประตูคีย์การ์ด ดีนะ,1,facebook,6/11/2018
R0617,อาหารและเครื่องดื่มอาหารเช้าอร่อยอยู่ในเกณฑ์​ดี,1,facebook,2/18/2019
R0618,ทุกอย่างดีหมดเลย ยกเว้นผู้เข้าพักปิดเปิดประตูเสียงดัง และมีเสียงประตูดิจิตอลตอนกลางคืนตี 2-3 ดังเหมือนประตูเสียหรือประตูมีปัญหาทำให้ตื่นกลางดึก นอกเหนือจากนั้นคือดีหมดเลยค่ะ ไปพัก 2 รอบแล้ว,1,facebook,10/18/2024
R0619,ห้องพักเอย พนักงานต้อนรับ พี่ๆยกกระเป๋า บริการดีมากๆค่ะ เสียเรื่องเดียว ประตูค่ะ เปิดเข้าเสียงก็ปกติค่ะ แต่เวลาปิดคือเสียงดัง น่ารำคาญมาก ปิดทีตกใจสะดุ้งเลยไม่ว่าจะมาพักกี่ที เสียงปิดประตูข้างห้อง หรือตรงกันข้ามไม่เคยเกรงใจเลย อาจจะด้วยว่าต่างชาติหรือเปล่า ห้องพักสะอาดเตียงนุ่มสุดๆค่ะ,1,facebook,11/6/2022
R0620,ถือว่าโดยรวมดีค่ะ มีอาหารเช้าด้วยแต่ติดที่ว่าจานหนักมั้ยค่ะ,1,facebook,5/23/2022
R0621,ที่พักบริการดีมากๆๆๆๆ พนักงานเยอะมากๆ บริการดี ราคาไม่แพงเลย อาหารเช้ามีให้เลือกเยอะ มีโต๊ะพูล มีร้านน้ำ กาแฟ แอลกอฮอล์ให้เลือกมาก ฟิสเนสก็เล่นได้ได้ตลอดเวลาไม่มีปิด ห้องสะอาด เตียงดี แต่เสีย1อย่างถ้าคนแพ้ หรือ ไม่ชอบกลิ่นหอมธูปหอมเทียนหอมน้ำหอม จะไม่เลี่ยงช่วงตรงจุดฟอนต์เช็คอิน ค่ะ,1,facebook,8/14/2020
R0622,ใกล้สนามบิน ห้องพักสะดวกสบาย พนักงานเยอะมาก พร้อมบริการส่งถึงห้องพัก อาหารเช้าดีค่ะ,0,facebook,3/28/2020
R0623,การเดินทางสะดวกสบาย ติดถนน ที่จอดรถกว้างขวาง ห้องพักสะอาด อาหารเช้าอร่อย กาแฟอร่อย,1,facebook,10/24/2024
R0624,ชอบที่นี่มากค่ะ พนักงานบริการดียิ้มแย้ม อยากจะกดให้สัก 10 ดาว,1,facebook,1/20/2025
R0625,โรงแรมเปิดใหม่ ให้การบริการดีมาก เหมือนเป็นแขกพิเศษ มีโปรโมชั่นตลอด คุ้มราคา มีที่จอดรถกว้างเพียงพอ มีบริการเรียกแท็กซี่ ปกติโรงแรมมีบริการส่งลูกค้าที่สถานีรถไฟฟ้า ใกล้สนามบินดอนเมือง (เรียกแท็กซี่เองจากโรงแรมเสียค่าบริการประมาณ 60 บาท) เสียอย่างเดียวเครื่องทำน้ำอุ้น น้ำไม่ค่อยร้อน มีเซเว่น ร้านอาหาร คาเฟ่ รอบๆ เดินได้ สะดวก,1,facebook,8/20/2018
R0626,พนักงานบริการดีทุกคนเลยค่ะ มีบริการส่งที่สนามบินด้วย ไกล้ร้านอาหารร้านค้า ห้องสะอาด ที่สำคัญน้ำแรงดีมาก,1,facebook,10/2/2021
R0627,ห้องสะอาด หรูหรา อาหารอร่อย พนักงานสุภาพเรียบร้อย เกินคุ้มกับราคาที่จ่าย,1,facebook,1/25/2021
R0628,บริการดี ห้องพักสะอาด ร้านอาหารอร่อย,1,facebook,9/6/2021
R0629,ห้องพักสวย สะอาส เตียงนุ่มมาก หมอนดูดวิญาณ,1,facebook,8/16/2023
R0630,ความปลอดภัยมีรปภ24 ชม.,1,facebook,1/22/2020
R0631,ที่พักใกล้สนามบินดอนเมือง สะอาด บริการดีมาก ขอบคุณพนักงานทุกคนที่ทำให้รู้สึก อย่างมาก ทุกคนมี,1,facebook,9/13/2023
R0632,สะดวก สบาย ห้องพักสะอาด ใกล้สนามบิน พนักงานบริการดี,1,facebook,11/15/2024
R0633,ห้องพักไม่เก็บเสียงเลย ได้โซนเก่า ได้ยินเสียงเดิน เปิดปิดประตูดังโคลมๆ ทั้งคืน ห้องอื่นปิดประตู่เดินคุยกันก็ยังได้ยินเสียง เสียงปิดประตูไม่สนิท ไม่เก็บเสียงเลย เสียวลากกระเป๋า สรุปไม่ได้นอนทั้งคืนจ้า อาจจะเป็นเพราะได้โซนเก่า ห้องพัก1208 สรุปครั้งเดียวจ้าาา ไม่เห็นว้าวตามรีวิวเลย โซนใหม่อาจจะว้าว,1,facebook,6/19/2024
R0634,ห้องพักดีลักซ์เตียงคู่ มีสมาร์ททีวี น้ำเปล่า2ขวด กาน้ำร้อน ไดร์เป่าผม ไม่มีแปรง โดยรวมคือดีย์,1,facebook,7/10/2021
R0635,*รร.ตั้งอยู่ริมน้ำ บรรยาศดีมาก สะอาด ห้องพักตั้งยาวตามแม่น้ำ มีฝั่งที่ติดกับแม่น้ำและอีกฝั่งไม่ติด ราคาไม่แพง*,1,facebook,6/3/2018
R0636,ห้องพักสบาย สะอาด สะดวก ปลอดภัย อาหารเช้าอร่อย พนักงานดูแลดี มีโอกาสจะแวะมาพักอีกค่ะ,1,facebook,3/21/2022
R0637,ห้องพักสะอาด เตียงนอนสบายมากๆ ถ้าจะขึ้นเครื่องที่ดอนเมือง มานอนประจำครับ แนะนำที่นี่เลย,1,facebook,10/22/2020
R0638,ความปลอดภัยความปลอดภัยดีมากคะ บริเวณโดยรอบ เป็นบ้าน อยุ่กันแบบ สงบ,1,facebook,9/1/2022
R0639,สถานที่ดี พนักงานดี ห้องพักดี มีโอกาสไปพักอีกแน่ๆ คุ้มค่ามากค่ะ,1,facebook,2/4/2019
R0640,ใหม่..ดี เสียอย่างเดียว น้ำอุ่นปรับโฉมไม่ได้ เย็นตลอด,1,facebook,12/10/2025
R0641,ห้องพักมีล๊อค2ชั้น ของอำนวยความสะดวก เยอะมากจองผ่านอโกด้าบางครั้งได้ราคาที่ดี,1,facebook,4/12/2024
R0642,สะอาด ปลอดภัย บริการเยี่ยม ใกล้สนามบิน แนะนำเลย,1,facebook,10/31/2022
R0643,เป็นโรงแรมย่านดอนเมือง เป็นที่พักที่คุ้มค่ามาก ห้องพักกว้างสิ่งอำนวยความสะดวกครบ อาหารเช้าอร่อย มีซูชิแบบไม่อั้น พนักงานให้บริการและช่วยเหลือดีเยี่ยม มีรถตู้คอยส่งทางเชื่อมสนามบินดอนเมืองฟรี,1,facebook,1/1/2021
R0644,ชอบค่ะ,1,facebook,8/17/2021
R0645,อาหารเช้าก็มีซูชิจากร้านอาหารญี่ปุ่นด้วย ซึ่งเราชอบมาก ;),1,facebook,3/15/2021
R0646,ห้องดีมาาากกกก ทุกอย่างดีมากกกค่ะ,1,facebook,2/27/2023
R0647,แย่มีแมลงสาบ~ โชคดีที่จับได้,1,facebook,2/19/2024
R0648,ดีค่ะ แต่ตอนเช็คอินต้องรอ,1,facebook,10/19/2022
R0649,มีไมโครเวฟ,1,facebook,12/9/2019
R0650,มีเศษบุหรี่และบุหรี่ไฟฟ้าที่พบในห้องพัก,1,facebook,1/4/2022
R0651,ห้องพักเดินทางสะดวกสะบายสำหรับคนมีรถส่วนตัว ภายในห้องอ่างล้างหน้าน้ำระบายช้า มีมดดำขึ้นตามอ่างล้าวหน้า แอร์ไม่เย็น ร้อนมากเหมือนอบซาวน่า,1,facebook,3/24/2018
R0652,เข้า พัก17 มคเข้าไม่ถึง2 นาทีเมื่อเข้าห้องเปิดห้องที่นอนไม่มีการเปลี่ยนผ้าปูยับเยินลอง,1,facebook,4/1/2025
R0653,มดเยอะ,1,facebook,2/8/2018
R0654,ห้องพักถือว่าดีเป็นห้องปูนเปลือย ห้องกว้างตามมาตรฐาน ความสะอาดถือว่าใช้ได้ แต่ห้องน้ำไม่มีผ้ากั้นสำหรับอาบน้ำ เวลาอาบน้ำน้ำก็จะกระเด็นไปทั่วห้องน้ำ ห้อง บี 27 และ บี28 ที่เรานอน แอร์ไม่เย็น,1,facebook,7/18/2021
R0655,ที่พักอยู่ในซอย700เมตร แต่อยู่ในเมืองใกล้ฟิวเจอร์ รถสาธารณะเยอะ นั่งแทกซี่จากฟิวเจอร์มา 50 บาท ที่พักไม่แพง พักแบบ2ห้องนอน2ห้องน้ำ 1299บาทคืน ราคาดี แม่บ้านลืมผ้าเช็ดตัวแต่โทรแจ้งก็รีบเอามาให้ ทีวีจอแบนแต่สัญญาณไม่ดีดูชัดเป็บางช่อง อุปกรณ์ในห้องน้ำครบ มีไดร์ มีกาน้ำร้อน มีอาหารเช้าง่ายๆ กาแฟ ขนมปัง ฮอทดอกไก่,1,facebook,10/23/2020
R0656,แอร์เย็นฉ่ำ มีไดร์ให้ เครื่องทำน้ำอุ่นทำงานดี น้ำแรง ถือว่าโอเคค่ะ,1,facebook,10/14/2024
R0657,มีอาหารเช้าแบบบุฟเฟต์ แต่เป็นไส้กรอก ขนมปังปิ้ง และกาแฟ ส่วนตัวไม่กินกาแฟเท่าไหร่ เลยรู้สึกว่าของน้อย แต่ราคาห้องโอเค ห้องนอนสะอาด พนักงานทำความสะอาดดีเว่ออ,1,facebook,11/9/2024
R0658,มาใช้บริการ 2 ครั้งไม่เคยได้รับการบริการที่ดีเลยฟสักครั้ง พนักงาน แต่ละคนเหมือนถูกบังคับให้มาทำงาน มาตรฐานรร,1,facebook,5/27/2018
R0659,ห้องพักเหมือนแอร์เย็นไม่ทั่วถึงสักหน่อย อย่าอื่นโอเคเลย อยู่ใกล้แหล่งของกิน ห้าง เดินทางสะดวก,1,facebook,7/20/2024
R0660,ซอยแคบมาก ไฟมืดสลัวๆ ห้องค่อนข้างอึดอัด แต่เตียงนิ่ม บริการดี,1,facebook,2/21/2024
R0661,ห้องพักราคากลางๆพักบ่อยครับ อยู่ในซอยลึกไปหน่อยแต่ไม่น่ากลัวห้องดี สะอาดโอเค แต่รอบล่าสุดไปผ้าเช็ดตัวเหม็นกลิ่นไม่แห้งครับ สองผืนเลยเซงนิดๆ,1,facebook,10/23/2020
R0662,ถือว่าดีครับ พอใช้ได้ มีหลายอย่างต้องปรับปรุง เหมาะสมกับราคาค่าที่พัก,1,facebook,7/12/2024
R0663,ชอบมากค่ะ,1,facebook,6/22/2022
R0664,บริการดี ห้องพักราคาประหยัด สะอาด ปลอดภัย มีที่จอดรถ ที่สำคัญใกล้สนามบินดอนเมืองมาก,1,facebook,11/3/2024
R0665,จองห้องถึงกันพักสี่คน ห้องสะอาด แอร์เย็นดี มีอุปกรณ์ครบ แม่บ้านลืมผ้าเช็ดตัว พอแจ้งก็็รีบนำมาให้น้องพนักงาน น่ารักขอฝากรถไว้หลังเช็คเอาท์เพราะไปเที่ยวอีเกียให้ความช่วยเหลือดั อาหารเช้าง่ายๆกาแฟ ขนมปัง ฮอทดอกไก่กาแฟมีฟรีตลอด24ชม,1,facebook,2/4/2019
R0666,นํ้าไหลช้า มาก อาบนํ้าไม่ได้เลย แก้ไขแบบไม่มีความรู้ทำส่งๆใช้งานไม่ได้ พัก3คืน เจอแบบนี้ เหมือนตกนรกเลย,1,facebook,10/30/2023
R0667,เฟอร์นิเจอร์ค่อนข้างเก่า เครื่องทำน้ำอุ่นใช้งานไม่ได้ แอร์เก่า รู้สึกไม่สะอาด คอมเพรสเซอร์ มีนกพิราบมาทำรัง นอนแล้วป่วย ไม่สบาย การออกแบบห้อง ตำแหน่ง ปลั๊ก สวิทต์ไฟ แปลกๆ ผนังห้องบาง ได้ยินเสียงห้องข้างๆ ห้องไม่ได้กว้างมาก,1,facebook,2/26/2024
R0668,"นี่ก็ว่าห้องเขาสะอาดดีนะคะ มีของว่างตอนเช้าฟรี พนักงานก็สุภาพ แม่บ้านเสียงดังแค่ข้างล่าง ห้องก็สวยดี จองเป็นห้องเชื่อมกัน 2 ห้อง 1,362 บาทเอง",1,facebook,1/20/2021
R0669,ห้องพักราคาสูง อยู่ในซอยลึก ห้องชั้น7 เหม็นอับมากก แอร์ก็ไมม่เย็น แล้วชอบให้จังชั้นบนๆอ่ะ ร้อน,1,facebook,7/11/2025
R0670,คืนแรกนอนห้องจูเนียร์แฟมิลี่สวีทแบบไม่มีระเบียง ก็ปกติดี แอร์เย็นสบาย จนกระทั่งมาเจอผ้าเช็ดตัว นึกว่าผ้าเช็ดเท้าตามรูป ทักเพจไปไม่มีใครตอบ อ่านอย่างเดียว ตื่นเช้ามาเลยแจ้งพนักงาน พนักงานบอกว่า ครั้งหน้าเอาลงมาเปลี่ยนได้นะคะ,1,facebook,11/22/2024
R0671,พนักงานหน้าตาไม่รับแขกรู้สึกอึดอัด แอร์ไม่ค่อยเย็น,1,facebook,3/12/2023
R0672,ใกล้ฟิวเจอร์พาร์ครังสิตมาก 5 10 นาทีถึง ห้องสะอาด แต่วันที่เข้าพัก ผ้าขนหนูไม่มีกว่าจะได้นานอยู่ เช็คอิน 14.00 เช็คเอ้าท์ 12.00 มีกาแฟ ขนมปัง ไส้กรอก ตอนเช้า สระน้ำไม่ได้เล่น แอบน้ำขุ่น ราคาไม่แพง อยู่ในซอยลึกอยู่ แต่ไม่น่ากลัว มีร้านอาหารตามสั่งใกล้ๆ หน้าปากซอยของกินเยอะ ไม่อดตายแน่นอน การเดินทางสะดวก,1,facebook,10/24/2020
R0673,ถ้าไม่คิดอะไรมาก ก็นอนได้ครับ โรงแรมอยู่ในซอย ไปไหนมาไหนสะดวก วินเยอะ ราคานี้มีสระน้ำก็สุดยอดละคับ,1,facebook,10/9/2022
R0674,ที่พักดูดีสะอาด ราคาถูก แต่ พนักงานต่ำตม ต่ำมากๆ การพูดจาท่าทางกิริยา ไม่แปลกใจที่เข้ามาดู รีวิว พูดถึงพนักงานคนนี้ แต่ทำไมพนักงานนี้ไม่เคยปรังปรุง ยังลอยหน้าลอยตา ทำสันดานหยาบๆกับลูกค้า หลายๆคนได้มากขนาดนี้ จนกระทั่ง ทำร้ายร่างกายลูกค้า,1,facebook,6/27/2018
R0675,อยู่ในซอยค่อนข้างลึก แต่มีบริการเรียกมอเตอร์ไซด์และแท็กซี่ ห้องพักมองเผินๆถือว่าสะอาด แต่พอเข้านอนถึงเห็นผ้าห่มผ้าปูที่นอน ยังมีคราบสกปรก เป็นรอยหลายจุดมาก ไม่แน่ใจว่าซักไม่สะอาดหรือไม่ได้ซัก ห้องน้ำสะอาด มีไดร์เป่าผม มีปลั๊กไฟหัวเตียง พนักงานต้อนรับบริการยังไม่ประทับใจค่ะ,0,facebook,1/8/2018
R0676,พักกัน 4 คน จึงเลือกห้องที่มี 2 เตียงเตียงใหญ่ เตียงสองชั้น หน้าต่างอยู่ฝั่งที่ช่วงบ่ายดวงอาทิตย์ส่องพอดี ผ้าม่านก็เอาไม่อยู่ ห้องจะร้อน แอร์ก็ทำงานหนัก เย็นช้า ในห้องก็มี ทีวีเป็นแบบเคเบิ้ล ภาพไม่ค่อยชัด มีตู้เย็นตู้เล็ก,1,facebook,6/26/2023
R0677,พนักไม่มีมารยาทมากค่ะ บริการแย่ แม่บ้านมีคนนึงเราคุยกับเพื่อนอยู่ดีๆพูดแทรกมาตอนกำลังทำห้อง ผ้าเช็ดตัวกง่าจะได้และวันคือจะข้ามวันอยู่แล้วค่ะ ราคากับบริการ อาหารถือว่าไม่สมดุลเลยค่ะ ห้อง799,1,facebook,9/22/2018
R0678,ห้องพักกว้าง เตียงนุ่ม นอนสบาย ห้องน้ำก้อกว้าง มีที่เสียบสายชาร์จที่หัวเตียง นอนเล่นมือถือ สบายเลย แอร์ดี มีมัดจำกุญแจ 300 บาท ตรงแผนกต้อนรับ มีขนมขบเคี้ยวขาย พวก มาม่า น้ำดื่ม มี ฟรี อาหารเช้า กาแฟ ไส้กรอก ขนมปัง สระว่ายน้ำ ตู้อบซาวน่า ใกล้ ฟิวเจอร์รังสิต คุ้มค่า มากๆ,1,facebook,7/22/2021
R0679,ห้องสะอาดดีนะคะ ห้องน้ำก็สะอาด แอร์เย็น มีไดร์เป่าผม มีที่จอดรถกว้างดี พนักงานบริการดีปกติค่ะ ราคาดีงาม เกือบจะดีทุกอย่างแล้ว แต่ ผ้าห่มมีคราบเลือดติด และไม่มีผ้าเช็ดเท้า และเซ็นเซอร์ดักจับควันกระพริบทั้งคืน นอนไม่ค่อยหลับเลย,1,facebook,9/5/2022
R0680,พักที่ใหนไม่เคยรู้สึกเเย่เเบบนี้ ผ้าเช็ดตัวเเม่บ้านบอกไม่เเห้ง บ่ายสองบ่ายสาม ผ้าไม่พร้อมบริการ โรงเเรมใหญ่โตขนาดนี้ ทำไมปล่อยให้ผ้าไม่พอใช้ บอกว่าให้ใช้ผ้าเก่าไปก่อน ตอนเเรกคิดว่า เดี๋ยวผ้าเเห้งคงมาเคาะประตูเอาผ้าให้ หายไปทั้งวันยันเลิกงาน,1,facebook,9/17/2022
R0681,ห้องที่ให้ก็อยู่ในหลืบ เหมือนห้องสำรอง ตรงป้ายทางหนีไฟ ที่ไม่มีบันไดหนีไฟ แต่เป็นสองห้องที่ทาสีเทา ห้องจะเล็ก กว่าห้องปกติ แคบๆ เหมือนห้องต่อเติม ออกมา ดัดแปลงจากทางหนีไฟ พนักงานก็บริการไม่ดี เหมือน บริการ ส่งๆไปงั้นๆ แบบ ขอไปที,1,facebook,10/12/2024
R0682,เคยเข้าพักช่วงเดือนสิงหาคม เรื่องการบริการและมารยาทน้ำเสียงในการพูดกับลูกค้าสำคัญค่ะ โรงแรมจะเติบโตได้ต้องมาจากการบริการที่ดีพูดเพราะ เป็นมิตร อยากให้มีพนักงานช่วยบริการเรื่องยกกระเป๋าค่ะเพราะบางทีเยอะค่ะ,1,facebook,11/6/2022
R0683,วันที่สองเว็บ แจ้งว่าเต็มแต่พอโทรถามมีห้องว่างต้องจ่ายราคา เท่านั้น600฿ซึ่งแพงกว่าและคุณภาพด้อยกว่าด้วย ห้อง 101,1,facebook,8/31/2024
R0684,ปกติเลือกพักที่นี่ตลอดเวลามาทำธุระแถวกทม,1,facebook,4/24/2021
R0685,พบกัยตัวเองเลย พนักงานผู้หญิงไม่ได้เรื่องเลยครับ มารยาทแย่มากๆ บอกให้ออกใบเสร็จพร้อม สุดท้ายออกให้แต่ แล้วยังบอกว่าถ้าจะเอาใบเสร็จต้องรออีก 1 วัน ค่อยมาเอาพรุ่งนี้ ตลกมากๆ จะขอพบผู้จัดการ นางบอกว่านางนี่แหละเป็นผู้จัดการ,1,facebook,11/21/2023
R0686,"ห้องแย่มาก โคตรสกปรกมากก มีทั้งแมลงสาบ ใยแมงมุม ไฮไลน์คือมีขวดโซดาผสมเหล้าที่กินแล้วแช่อยู่ในตู้เย็น ผ้าเช็ดตัวโคตรสกปรก เลอะเทอะมากผ้าปูที่นอนขาด ราคาที่จองคือ 1,600 บาท ห้อง ราคาก็ไม่ใช่ถูก ไม่มีอาหารเช้า ห้องพัก1",1,facebook,3/3/2020
R0687,รู้สึกแย่มากเลยค่ะ กับการพักโรงแรมนี้ พนักงานพูดจาได้แย่มาก เจ้าของควรอบรมเด็กของคุณบ้างนะคะ รู้สึกไม่ดีมากเลย ที่พักที่นี้,1,facebook,10/9/2019
